job_id,job_title,company_name,location,salary_min_usd,salary_max_usd,tech_stack,source,description,date_posted
OGWIP_108434,Backend Developer,HealthAI,Remote - US Only,83340,122475,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are HealthAI, looking for a Backend Developer based in Remote - US Only. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $83,340 and $122,475.",2026-08-04 03:00:00
OGWIP_108437,Machine Learning Engineer,European Space Agency,Remote - Global,92627,147303,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are European Space Agency, looking for a Machine Learning Engineer based in Remote - Global. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $92,627 and $147,303.",2026-08-03 18:00:00
OGWIP_108445,Software Engineer,NASA,"Seattle, WA, USA",112283,166536,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are NASA, looking for a Software Engineer based in Seattle, WA, USA. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $112,283 and $166,536.",2026-08-04 20:00:00
OGWIP_108452,Product Manager,FinTech Innovations,Remote - EMEA,77119,113355,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are FinTech Innovations, looking for a Product Manager based in Remote - EMEA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $77,119 and $113,355.",2026-08-05 03:00:00
OGWIP_108456,Technical Program Manager,AI Solutions LLC,"Berlin, Germany",64781,100879,"Rust, WebAssembly, System Architecture",USAJOBS,"We are AI Solutions LLC, looking for a Technical Program Manager based in Berlin, Germany. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $64,781 and $100,879.",2026-08-02 16:00:00
OGWIP_108458,Technical Program Manager,EduTech Global,Remote - US Only,73894,95353,"Rust, WebAssembly, System Architecture",USAJOBS,"We are EduTech Global, looking for a Technical Program Manager based in Remote - US Only. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $73,894 and $95,353.",2026-08-01 08:00:00
OGWIP_108460,Senior Software Engineer,European Space Agency,"Austin, TX, USA",141305,173043,"TypeScript, Angular, Firebase",USAJOBS,"We are European Space Agency, looking for a Senior Software Engineer based in Austin, TX, USA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $141,305 and $173,043.",2026-08-01 02:00:00
OGWIP_108462,Technical Program Manager,Federal Bureau of Investigation,"Seattle, WA, USA",120833,147400,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Federal Bureau of Investigation, looking for a Technical Program Manager based in Seattle, WA, USA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $120,833 and $147,400.",2026-08-02 19:00:00
OGWIP_108466,AI Researcher,Federal Bureau of Investigation,Remote - US Only,102452,142641,"C++, CUDA, Computer Vision",USAJOBS,"We are Federal Bureau of Investigation, looking for a AI Researcher based in Remote - US Only. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $102,452 and $142,641.",2026-08-02 14:00:00
OGWIP_108468,Analytics Engineer,Globex,Remote - EMEA,80723,100069,"C++, CUDA, Computer Vision",USAJOBS,"We are Globex, looking for a Analytics Engineer based in Remote - EMEA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $80,723 and $100,069.",2026-08-01 08:00:00
OGWIP_108470,Software Engineer,Federal Bureau of Investigation,"Austin, TX, USA",82333,132799,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are Federal Bureau of Investigation, looking for a Software Engineer based in Austin, TX, USA. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $82,333 and $132,799.",2026-08-04 08:00:00
OGWIP_108476,Cloud Architect,Quantum Data,Singapore,150580,220337,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Quantum Data, looking for a Cloud Architect based in Singapore. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $150,580 and $220,337.",2026-08-03 17:00:00
OGWIP_108477,Cloud Architect,Department of Defense,"Sydney, Australia",147747,186128,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Department of Defense, looking for a Cloud Architect based in Sydney, Australia. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $147,747 and $186,128.",2026-08-04 07:00:00
OGWIP_108479,Lead Data Scientist,NASA,"Paris, France",153480,208863,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are NASA, looking for a Lead Data Scientist based in Paris, France. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $153,480 and $208,863.",2026-08-05 03:00:00
OGWIP_108480,Backend Developer,Wayne Enterprises,"Seattle, WA, USA",122090,146216,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Wayne Enterprises, looking for a Backend Developer based in Seattle, WA, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $122,090 and $146,216.",2026-08-02 20:00:00
OGWIP_108485,Senior Data Scientist,Stark Industries,Remote - APAC,130735,207101,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Stark Industries, looking for a Senior Data Scientist based in Remote - APAC. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $130,735 and $207,101.",2026-08-01 08:00:00
OGWIP_108499,NLP Engineer,Stark Industries,Remote - US Only,76651,108515,"TypeScript, Angular, Firebase",USAJOBS,"We are Stark Industries, looking for a NLP Engineer based in Remote - US Only. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $76,651 and $108,515.",2026-08-03 16:00:00
OGWIP_108503,Cloud Architect,Initech,"San Francisco, CA, USA",192179,243108,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Initech, looking for a Cloud Architect based in San Francisco, CA, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $192,179 and $243,108.",2026-08-04 03:00:00
OGWIP_108521,Machine Learning Engineer,EduTech Global,"Austin, TX, USA",97432,140944,"Rust, WebAssembly, System Architecture",USAJOBS,"We are EduTech Global, looking for a Machine Learning Engineer based in Austin, TX, USA. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $97,432 and $140,944.",2026-08-04 23:00:00
OGWIP_108523,AI Researcher,European Space Agency,Remote - EMEA,89800,135935,"TypeScript, Angular, Firebase",USAJOBS,"We are European Space Agency, looking for a AI Researcher based in Remote - EMEA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $89,800 and $135,935.",2026-08-03 07:00:00
OGWIP_108529,Staff Engineer,Initech,"Bengaluru, India",53553,82508,"Rust, WebAssembly, System Architecture",USAJOBS,"We are Initech, looking for a Staff Engineer based in Bengaluru, India. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $53,553 and $82,508.",2026-08-03 09:00:00
OGWIP_108531,Product Manager,Quantum Data,Remote - US Only,75645,99251,"C++, CUDA, Computer Vision",USAJOBS,"We are Quantum Data, looking for a Product Manager based in Remote - US Only. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $75,645 and $99,251.",2026-08-02 23:00:00
OGWIP_108532,Technical Program Manager,NASA,"New York, NY, USA",121350,157323,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are NASA, looking for a Technical Program Manager based in New York, NY, USA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $121,350 and $157,323.",2026-08-02 17:00:00
OGWIP_108541,Backend Developer,Initech,"Amsterdam, Netherlands",64269,92543,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are Initech, looking for a Backend Developer based in Amsterdam, Netherlands. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $64,269 and $92,543.",2026-08-03 00:00:00
OGWIP_108544,AI Researcher,Globex,"Paris, France",111580,129951,"Rust, WebAssembly, System Architecture",USAJOBS,"We are Globex, looking for a AI Researcher based in Paris, France. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $111,580 and $129,951.",2026-08-02 13:00:00
OGWIP_108550,Cloud Architect,GlobalSystems Inc,Remote - APAC,129043,201441,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are GlobalSystems Inc, looking for a Cloud Architect based in Remote - APAC. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $129,043 and $201,441.",2026-08-01 10:00:00
OGWIP_108552,Cybersecurity Analyst,Umbrella Corp,Remote - US Only,83083,112151,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Umbrella Corp, looking for a Cybersecurity Analyst based in Remote - US Only. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $83,083 and $112,151.",2026-08-02 22:00:00
OGWIP_108554,Data Scientist,EduTech Global,"New York, NY, USA",143549,180169,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are EduTech Global, looking for a Data Scientist based in New York, NY, USA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $143,549 and $180,169.",2026-08-04 15:00:00
OGWIP_108565,NLP Engineer,Globex,"Austin, TX, USA",92609,129909,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are Globex, looking for a NLP Engineer based in Austin, TX, USA. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $92,609 and $129,909.",2026-08-04 07:00:00
OGWIP_108570,Data Scientist,Stark Industries,"San Francisco, CA, USA",129256,205661,"Rust, WebAssembly, System Architecture",USAJOBS,"We are Stark Industries, looking for a Data Scientist based in San Francisco, CA, USA. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $129,256 and $205,661.",2026-08-01 18:00:00
OGWIP_108571,Technical Program Manager,FinTech Innovations,"Amsterdam, Netherlands",75834,104428,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are FinTech Innovations, looking for a Technical Program Manager based in Amsterdam, Netherlands. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $75,834 and $104,428.",2026-08-01 16:00:00
OGWIP_108575,AI Researcher,Stark Industries,"Sydney, Australia",101570,152465,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Stark Industries, looking for a AI Researcher based in Sydney, Australia. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $101,570 and $152,465.",2026-08-03 10:00:00
OGWIP_108584,Technical Program Manager,Federal Bureau of Investigation,"Seattle, WA, USA",109277,181924,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Federal Bureau of Investigation, looking for a Technical Program Manager based in Seattle, WA, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $109,277 and $181,924.",2026-08-02 04:00:00
OGWIP_108592,Lead Data Scientist,EduTech Global,"Berlin, Germany",133229,191832,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are EduTech Global, looking for a Lead Data Scientist based in Berlin, Germany. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $133,229 and $191,832.",2026-08-04 17:00:00
OGWIP_108599,Technical Program Manager,NASA,Singapore,94750,138657,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are NASA, looking for a Technical Program Manager based in Singapore. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $94,750 and $138,657.",2026-08-03 07:00:00
OGWIP_108601,Data Scientist,Globex,"New York, NY, USA",132282,210369,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Globex, looking for a Data Scientist based in New York, NY, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $132,282 and $210,369.",2026-08-01 05:00:00
OGWIP_108611,Lead Data Scientist,European Space Agency,"Toronto, Canada",149567,220288,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are European Space Agency, looking for a Lead Data Scientist based in Toronto, Canada. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $149,567 and $220,288.",2026-08-05 02:00:00
OGWIP_108618,Data Engineer,Stark Industries,Remote - Global,88510,142886,"TypeScript, Angular, Firebase",USAJOBS,"We are Stark Industries, looking for a Data Engineer based in Remote - Global. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $88,510 and $142,886.",2026-08-03 03:00:00
OGWIP_108624,NLP Engineer,AI Solutions LLC,Remote - Global,75447,123321,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are AI Solutions LLC, looking for a NLP Engineer based in Remote - Global. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $75,447 and $123,321.",2026-08-04 18:00:00
OGWIP_108625,Cloud Architect,FinTech Innovations,"Sydney, Australia",144539,201300,"TypeScript, Angular, Firebase",USAJOBS,"We are FinTech Innovations, looking for a Cloud Architect based in Sydney, Australia. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $144,539 and $201,300.",2026-08-01 11:00:00
OGWIP_108639,Site Reliability Engineer,Quantum Data,Remote - EMEA,80099,118385,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Quantum Data, looking for a Site Reliability Engineer based in Remote - EMEA. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $80,099 and $118,385.",2026-08-03 10:00:00
OGWIP_108649,Frontend Developer,AI Solutions LLC,"Berlin, Germany",73778,90700,"TypeScript, Angular, Firebase",USAJOBS,"We are AI Solutions LLC, looking for a Frontend Developer based in Berlin, Germany. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $73,778 and $90,700.",2026-08-03 09:00:00
OGWIP_108652,AI Researcher,GlobalSystems Inc,Remote - EMEA,92394,125105,"TypeScript, Angular, Firebase",USAJOBS,"We are GlobalSystems Inc, looking for a AI Researcher based in Remote - EMEA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $92,394 and $125,105.",2026-08-04 16:00:00
OGWIP_108658,Lead Data Scientist,Initech,"Paris, France",148855,190356,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are Initech, looking for a Lead Data Scientist based in Paris, France. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $148,855 and $190,356.",2026-08-03 03:00:00
OGWIP_108662,Site Reliability Engineer,Umbrella Corp,"San Francisco, CA, USA",121407,161728,"TypeScript, Angular, Firebase",USAJOBS,"We are Umbrella Corp, looking for a Site Reliability Engineer based in San Francisco, CA, USA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $121,407 and $161,728.",2026-08-01 12:00:00
OGWIP_108669,Senior Software Engineer,Umbrella Corp,"Toronto, Canada",133897,203486,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Umbrella Corp, looking for a Senior Software Engineer based in Toronto, Canada. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $133,897 and $203,486.",2026-08-03 21:00:00
OGWIP_108677,Site Reliability Engineer,Department of Defense,"San Francisco, CA, USA",108510,156689,"C++, CUDA, Computer Vision",USAJOBS,"We are Department of Defense, looking for a Site Reliability Engineer based in San Francisco, CA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $108,510 and $156,689.",2026-08-04 08:00:00
OGWIP_108686,NLP Engineer,European Space Agency,"Bengaluru, India",33081,52749,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are European Space Agency, looking for a NLP Engineer based in Bengaluru, India. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $33,081 and $52,749.",2026-08-05 00:00:00
OGWIP_108687,DevOps Engineer,Federal Bureau of Investigation,Remote - US Only,78487,106581,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are Federal Bureau of Investigation, looking for a DevOps Engineer based in Remote - US Only. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $78,487 and $106,581.",2026-08-03 02:00:00
OGWIP_108692,Technical Program Manager,EduTech Global,"New York, NY, USA",113456,137757,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are EduTech Global, looking for a Technical Program Manager based in New York, NY, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $113,456 and $137,757.",2026-08-04 03:00:00
OGWIP_108693,Backend Developer,Initech,"San Francisco, CA, USA",117458,159686,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Initech, looking for a Backend Developer based in San Francisco, CA, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $117,458 and $159,686.",2026-08-02 11:00:00
OGWIP_108698,Site Reliability Engineer,NASA,"New York, NY, USA",113973,154446,"Rust, WebAssembly, System Architecture",USAJOBS,"We are NASA, looking for a Site Reliability Engineer based in New York, NY, USA. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $113,973 and $154,446.",2026-08-05 03:00:00
OGWIP_108700,Cloud Architect,GlobalSystems Inc,"Bengaluru, India",57354,85591,"C++, CUDA, Computer Vision",USAJOBS,"We are GlobalSystems Inc, looking for a Cloud Architect based in Bengaluru, India. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $57,354 and $85,591.",2026-08-04 13:00:00
OGWIP_108708,Software Engineer,GlobalSystems Inc,Singapore,87813,109916,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are GlobalSystems Inc, looking for a Software Engineer based in Singapore. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $87,813 and $109,916.",2026-08-03 11:00:00
OGWIP_108713,Staff Engineer,Quantum Data,"London, UK",109172,141280,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Quantum Data, looking for a Staff Engineer based in London, UK. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $109,172 and $141,280.",2026-08-02 13:00:00
OGWIP_108714,Analytics Engineer,European Space Agency,Remote - EMEA,84859,117279,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are European Space Agency, looking for a Analytics Engineer based in Remote - EMEA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $84,859 and $117,279.",2026-08-01 04:00:00
OGWIP_108716,Backend Developer,GlobalSystems Inc,Remote - APAC,85111,108355,"Rust, WebAssembly, System Architecture",USAJOBS,"We are GlobalSystems Inc, looking for a Backend Developer based in Remote - APAC. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $85,111 and $108,355.",2026-08-01 08:00:00
OGWIP_108725,Senior Software Engineer,GlobalSystems Inc,"New York, NY, USA",195148,283101,"Rust, WebAssembly, System Architecture",USAJOBS,"We are GlobalSystems Inc, looking for a Senior Software Engineer based in New York, NY, USA. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $195,148 and $283,101.",2026-08-03 05:00:00
OGWIP_108726,Lead Data Scientist,European Space Agency,Singapore,146221,197928,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are European Space Agency, looking for a Lead Data Scientist based in Singapore. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $146,221 and $197,928.",2026-08-03 10:00:00
OGWIP_108734,Staff Engineer,European Space Agency,"Berlin, Germany",119843,167269,"Rust, WebAssembly, System Architecture",USAJOBS,"We are European Space Agency, looking for a Staff Engineer based in Berlin, Germany. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $119,843 and $167,269.",2026-08-03 09:00:00
OGWIP_108736,Product Manager,Stark Industries,"Seattle, WA, USA",106348,158866,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Stark Industries, looking for a Product Manager based in Seattle, WA, USA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $106,348 and $158,866.",2026-08-02 01:00:00
OGWIP_108745,NLP Engineer,Department of Defense,Remote - Global,73987,104338,"Rust, WebAssembly, System Architecture",USAJOBS,"We are Department of Defense, looking for a NLP Engineer based in Remote - Global. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $73,987 and $104,338.",2026-08-04 00:00:00
OGWIP_108746,DevOps Engineer,Initech,"Seattle, WA, USA",121702,150808,"C++, CUDA, Computer Vision",USAJOBS,"We are Initech, looking for a DevOps Engineer based in Seattle, WA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $121,702 and $150,808.",2026-08-01 09:00:00
OGWIP_108764,Product Manager,Initech,Remote - EMEA,81272,105240,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are Initech, looking for a Product Manager based in Remote - EMEA. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $81,272 and $105,240.",2026-08-02 20:00:00
OGWIP_108769,Data Scientist,EduTech Global,"Berlin, Germany",82607,125053,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are EduTech Global, looking for a Data Scientist based in Berlin, Germany. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $82,607 and $125,053.",2026-08-03 17:00:00
OGWIP_108777,Senior Data Scientist,CyberDyne,"Austin, TX, USA",147677,228409,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are CyberDyne, looking for a Senior Data Scientist based in Austin, TX, USA. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $147,677 and $228,409.",2026-08-04 23:00:00
OGWIP_108783,Senior Software Engineer,EduTech Global,"New York, NY, USA",180986,221424,"C++, CUDA, Computer Vision",USAJOBS,"We are EduTech Global, looking for a Senior Software Engineer based in New York, NY, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $180,986 and $221,424.",2026-08-04 00:00:00
OGWIP_108796,Analytics Engineer,HealthAI,"San Francisco, CA, USA",108563,154268,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are HealthAI, looking for a Analytics Engineer based in San Francisco, CA, USA. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $108,563 and $154,268.",2026-08-01 18:00:00
OGWIP_108808,Senior Data Scientist,HealthAI,Remote - EMEA,143067,172858,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are HealthAI, looking for a Senior Data Scientist based in Remote - EMEA. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $143,067 and $172,858.",2026-08-01 06:00:00
OGWIP_108809,Cybersecurity Analyst,European Space Agency,"San Francisco, CA, USA",104506,181868,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are European Space Agency, looking for a Cybersecurity Analyst based in San Francisco, CA, USA. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $104,506 and $181,868.",2026-08-02 10:00:00
OGWIP_108813,Cloud Architect,TechNova,"Seattle, WA, USA",192049,248270,"TypeScript, Angular, Firebase",USAJOBS,"We are TechNova, looking for a Cloud Architect based in Seattle, WA, USA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $192,049 and $248,270.",2026-08-04 14:00:00
OGWIP_108814,Machine Learning Engineer,FinTech Innovations,Remote - APAC,101711,134949,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are FinTech Innovations, looking for a Machine Learning Engineer based in Remote - APAC. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $101,711 and $134,949.",2026-08-03 08:00:00
OGWIP_108821,AI Researcher,Federal Bureau of Investigation,"Seattle, WA, USA",146713,173274,"C++, CUDA, Computer Vision",USAJOBS,"We are Federal Bureau of Investigation, looking for a AI Researcher based in Seattle, WA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $146,713 and $173,274.",2026-08-03 13:00:00
OGWIP_108823,Site Reliability Engineer,FinTech Innovations,Remote - US Only,72212,95354,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are FinTech Innovations, looking for a Site Reliability Engineer based in Remote - US Only. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $72,212 and $95,354.",2026-08-04 04:00:00
OGWIP_108825,Technical Program Manager,CyberDyne,"Bengaluru, India",35795,43517,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are CyberDyne, looking for a Technical Program Manager based in Bengaluru, India. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $35,795 and $43,517.",2026-08-01 01:00:00
OGWIP_108839,Frontend Developer,AI Solutions LLC,"New York, NY, USA",104434,164935,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are AI Solutions LLC, looking for a Frontend Developer based in New York, NY, USA. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $104,434 and $164,935.",2026-08-03 06:00:00
OGWIP_108840,AI Researcher,Department of Defense,"Bengaluru, India",45010,65754,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are Department of Defense, looking for a AI Researcher based in Bengaluru, India. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $45,010 and $65,754.",2026-08-05 00:00:00
OGWIP_108844,Technical Program Manager,GlobalSystems Inc,"Austin, TX, USA",84005,137947,"Rust, WebAssembly, System Architecture",USAJOBS,"We are GlobalSystems Inc, looking for a Technical Program Manager based in Austin, TX, USA. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $84,005 and $137,947.",2026-08-02 00:00:00
OGWIP_108848,Site Reliability Engineer,GlobalSystems Inc,"Paris, France",82397,120791,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are GlobalSystems Inc, looking for a Site Reliability Engineer based in Paris, France. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $82,397 and $120,791.",2026-08-03 14:00:00
OGWIP_108850,Staff Engineer,Wayne Enterprises,"San Francisco, CA, USA",179276,273098,"C++, CUDA, Computer Vision",USAJOBS,"We are Wayne Enterprises, looking for a Staff Engineer based in San Francisco, CA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $179,276 and $273,098.",2026-08-04 03:00:00
OGWIP_108852,Software Engineer,Stark Industries,Remote - APAC,76478,98101,"TypeScript, Angular, Firebase",USAJOBS,"We are Stark Industries, looking for a Software Engineer based in Remote - APAC. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $76,478 and $98,101.",2026-08-04 01:00:00
OGWIP_108872,Lead Data Scientist,Wayne Enterprises,"Toronto, Canada",157362,247364,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Wayne Enterprises, looking for a Lead Data Scientist based in Toronto, Canada. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $157,362 and $247,364.",2026-08-04 12:00:00
OGWIP_108876,DevOps Engineer,GlobalSystems Inc,Remote - Global,77089,124934,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are GlobalSystems Inc, looking for a DevOps Engineer based in Remote - Global. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $77,089 and $124,934.",2026-08-04 03:00:00
OGWIP_108888,Full Stack Developer,HealthAI,"Paris, France",88432,110725,"C++, CUDA, Computer Vision",USAJOBS,"We are HealthAI, looking for a Full Stack Developer based in Paris, France. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $88,432 and $110,725.",2026-08-02 05:00:00
